Name,Code
Abia,AB01
Adamawa,AD01
AkwaIbom,AK01
Anambra,AN01
Bauchi,BA01
Bayelsa,BY01
Benue,BE01
Borno,BO01
CrossRiver,CR01
Delta,DE01
Ebonyi,EB01
Edo,ED01
Ekiti,EK01
Enugu,EN01
FCT - Abuja, FC01
Gombe,GO01
Imo,IM01
Jigawa,JI01
Kaduna,KD01
Kano,KN01
Katsina,KT01
Kebbi,KE01
Kogi,KO01
Kwara,KW01
Lagos,LA01
Nasarawa,NA01
Niger,NI01
Ogun,OG01
Ondo,ON01
Osun,OS01
Oyo,OY01
Plateau,PL01
Rivers,RI01
Sokoto,SO01
Taraba,TA01
Yobe,YO01
Zamfara,ZA01
